"Country.Name","Country.Code","Year","AG.AGR.TRAC.NO","AG.CON.FERT.PT.ZS","AG.CON.FERT.ZS","AG.LND.AGRI.K2","AG.LND.ARBL.HA","AG.LND.ARBL.ZS","AG.LND.CREL.HA","AG.LND.CROP.ZS","AG.LND.EL5M.RU.K2","AG.LND.FRST.K2","AG.LND.IRIG.AG.ZS","AG.LND.PRCP.MM","AG.LND.TOTL.K2","AG.LND.TOTL.RU.K2","AG.PRD.CREL.MT","AG.SRF.TOTL.K2","AG.YLD.CREL.KG","EN.ATM.METH.AG.KT.CE","EN.ATM.NOXE.AG.KT.CE","ER.H2O.FWAG.ZS","NV.AGR.TOTL.CD","NV.AGR.TOTL.ZS","SL.AGR.EMPL.ZS","SP.RUR.TOTL","SL.EMP.TOTL.SP.ZS","SP.POP.65UP.TO","SP.POP.1564.TO","TX.VAL.AGRI.ZS.UN","ER.H2O.FWTL.K3","SL.EMP.TOTL.SP.MA.NE.ZS","SL.EMP.1524.SP.ZS","SL.EMP.1524.SP.NE.ZS","SP.POP.0014.TO","SP.POP.TOTL"
"St. Lucia","LCA",2010,NA,NA,119.333333333333,106,3000,4.91803278688525,NA,11.4754098360656,4.527922153,206,NA,NA,610,263.5793762,NA,620,NA,NA,NA,NA,30649074.0740741,2.53046209734569,14.6129999160767,140739,53.0989990234375,15035,117563,0.213110124197178,NA,60.3600006103516,29.3759994506836,NA,39982,172580
"St. Martin (French part)","MAF",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,54.4,NA,NA,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30235
"St. Vincent and the Grenadines","VCT",2010,NA,NA,NA,100,5000,12.8205128205128,31,7.69230769230769,12.40794086,270,NA,NA,390,322.5854187,582,390,18774.2,NA,NA,NA,41410481.4814815,7.18345958386442,6.85099983215332,55986,56.2120018005371,7361,72976,0.029413677950305,NA,NA,33.9300003051758,NA,28978,109315
"Sudan","SDN",2010,NA,NA,10.2381060183019,1000192,19877700,8.36603535353535,7886440,0.0595538720538721,1717.944458,272390.1,NA,NA,2376000,2489483.5,3562350,2505810,451.7,NA,NA,NA,15299664223.7641,24.6137170287245,49.2319984436035,23011086,41.359001159668,1126455,18470703,1.13519578573892,NA,NA,22.0200004577637,NA,14788805,34385963
"Suriname","SUR",2010,NA,NA,211.927272727273,783,55000,0.352564102564103,53568,0.0384615384615385,3492.51001,153510,NA,NA,156000,139976.1719,226721,163820,4232.4,NA,NA,NA,423617687.768631,10.4417310109535,4.23400020599365,177065,49.1180000305176,32668,342419,0.493771429584535,NA,74.1699981689453,21.3150005340576,29.2900009155273,151016,526103
"Swaziland","SWZ",2010,NA,NA,NA,12220,175000,10.1744186046512,71592,0.872093023255814,0,5630,NA,NA,17200,16551.38672,85838,17360,1199,NA,NA,NA,450811779.489701,10.629019288456,68.3320007324219,944328,37.9900016784668,36590,691443,NA,NA,NA,18.7369995117188,NA,474810,1202843
"Sweden","SWE",2010,NA,NA,81.8548571428571,30850,2625000,6.3971340839304,948800,0.0219330311449042,2735.658203,280730,2.04213938411669,NA,410340,390507.2813,4279500,450300,4510.4,NA,NA,3.644,6974794511.61512,1.6243767341662,2.1010000705719,1401467,57.6910018920898,1708560,6121432,4.0869331303448,2.689,67.3899993896484,38.9169998168945,38.6100006103516,1548134,9378126
"Switzerland","CHE",2010,NA,NA,218.383189122373,15346,404500,10.2363599554611,151628,0.607348921955664,0,12350,2.35892089143751,NA,39516,30190.08398,924003,41290,6093.9,NA,NA,NA,4081335082.81687,0.725943436944939,3.47000002861023,2060846,63.726001739502,1322743,5324410,0.294849409387636,NA,71.0100021362305,62.4020004272461,62.5099983215332,1177756,7824909
"Syrian Arab Republic","SYR",2010,NA,68.2379398536026,33.016855131214,139080,4687000,25.5241518270435,3166445,5.4947448673964,39.7102356,4910,9.64193270060397,NA,183630,173463.2344,3900866,185180,1231.9,NA,NA,NA,NA,NA,15.164999961853,9316178,39.3499984741211,729196,12645812,1.67002519976862,NA,67.6800003051758,23.8500003814697,24,7643826,21018834
"Tajikistan","TJK",2010,NA,NA,60.5967763420807,47557,750700,5.36367533581023,443519,0.928836810517291,NA,4100,NA,NA,139960,NA,1382559,142550,3117.2,NA,NA,NA,1105115323.13314,22.0716611783593,53.125,5615375,52.1570014953613,263039,4647591,NA,NA,NA,35.0540008544922,NA,2731000,7641630
"Tanzania","TZA",2010,NA,NA,8.78663793103448,374500,11600000,13.0955068864303,5244863,2.08850756378415,750.2388306,479200,NA,NA,885800,886549.5625,8643198,947300,1647.9,NA,NA,NA,9393224138.85506,31.9596085885466,72.2429962158203,33138433,80.6490020751953,1419181,23818625,7.42160112843064,NA,NA,63.0499992370605,NA,20860785,46098591
"Thailand","THA",2010,NA,1865.38248175182,162.155710659898,210600,15760000,30.8481277770166,13305390,8.80815831196539,10566.0127,162490,NA,NA,510890,474183.4375,40880882,513120,3072.5,NA,NA,NA,35901873715.9034,10.5251675332811,38.2439994812012,37583165,71.9240036010742,5984971,48321950,5.26026748777026,NA,79.4700012207031,46.1199989318848,45.5499992370605,12901887,67208808
"Timor-Leste","TLS",2010,NA,NA,NA,3720,150000,10.0874243443174,106803,4.84196368527236,97.91825867,7420,NA,NA,14870,14569.63867,261816,14870,2451.4,NA,NA,NA,190500000,21.1549139367018,50.8240013122559,782184,40.1110000610352,34146,569452,NA,NA,54.3600006103516,12.4750003814697,11.960000038147,505993,1109591
"Togo","TGO",2010,NA,NA,8.96178861788618,36650,2460000,45.2289023717595,880827,3.76907519764663,186.0666656,2870,NA,NA,54390,55426.64063,1045866,56790,1187.4,NA,NA,NA,984642614.133101,31.0324450663607,38.3559989929199,4062199,77.1719970703125,176490,3561187,3.8796364465155,NA,NA,63.2109985351563,NA,2765275,6502952
"Tonga","TON",2010,NA,NA,239.176470588235,320,17000,23.6111111111111,NA,15.2777777777778,42.4642067,90,NA,NA,720,552.3500366,NA,750,NA,NA,NA,NA,60604489.6054746,18.6057615788636,31.5919990539551,79780,59.2410011291504,6105,59130,2.04452845806626,NA,NA,35.3779983520508,NA,38902,104137
"Trinidad and Tobago","TTO",2010,NA,5.05843020580928,659.68,540,25000,4.87329434697856,3276,4.28849902534113,89.19599152,2264,NA,NA,5130,2879.285645,5455,5130,1665.3,NA,NA,NA,115253705.591718,0.544245096942732,3.68799996376038,1207349,59.9770011901855,110120,942753,0.027096190232608,NA,69.6600036621094,42.2089996337891,41.8400001525879,275227,1328100
"Tunisia","TUN",2010,NA,9.38363744831417,40.3956783563585,100380,2823000,18.1707003089598,657333,15.2098352214212,2165.424072,9900,3.89519824666268,NA,155360,144635.9063,1113825,163610,1694.5,NA,NA,NA,3319058264.63602,8.19963272604262,17.7299995422363,3624599,40.5750007629395,795264,7361524,0.500830191080498,NA,61.9199981689453,22.0359992980957,22.0200004577637,2483143,10639931
"Turkey","TUR",2010,NA,161.861970690931,98.3756546950991,390120,21384000,27.784779699336,12014528,3.91226953211283,3330.875244,112030,13.3676817389521,NA,769630,723511.5,32764875,785350,2727.1,NA,NA,NA,69670113763.1546,10.2659624892302,23.7040004730225,21180937,42.6139984130859,5215999,47653615,0.436565683264346,NA,62.6699981689453,31.4389991760254,29.9899997711182,19457300,72326914
"Turkmenistan","TKM",2010,NA,NA,NA,340000,1940000,4.12827442385036,903100,0.127678590428362,NA,41270,NA,NA,469930,NA,1535230,488100,1700,NA,NA,NA,2561052631.57895,11.4997867836491,12.6370000839233,2624899,61.6419982910156,210531,3375067,NA,NA,NA,42.2309989929199,NA,1501612,5087210
"Turks and Caicos Islands","TCA",2010,NA,NA,NA,10,1000,1.05263157894737,NA,NA,541.9799194,344,NA,NA,950,965.7578735,NA,950,NA,NA,NA,NA,NA,NA,NA,3029,NA,NA,NA,NA,NA,NA,NA,NA,NA,30994
"Tuvalu","TUV",2010,NA,NA,NA,18,NA,NA,NA,60,12.65794849,10,NA,NA,30,38.7635994,NA,30,NA,NA,NA,NA,8512199.59640433,28.7013268178022,NA,4760,NA,NA,NA,NA,NA,NA,NA,NA,NA,10531
"Uganda","UGA",2010,NA,NA,1.71940740740741,142650,6750000,33.6624775583483,1653000,10.9714741671654,NA,27530,NA,NA,200520,NA,3270391,241550,1978.5,NA,NA,NA,5296035831.45697,28.2567404624922,71.1159973144531,29000152,68.0100021362305,764479,16439640,7.24561226510109,NA,NA,52.0419998168945,NA,16711014,33915133
"Ukraine","UKR",2010,NA,50.4614916170286,32.6581888721249,412670,32477000,56.0605537526755,14184500,1.54836705102534,6407.369629,95480,0.896600189013013,NA,579320,553950.875,38678600,603550,2726.8,NA,NA,29.99,10129668834.1146,8.42193380214401,20.3290004730225,14363951,50.5320014953613,7206707,32184108,1.13470212123624,14.85,NA,33.6419982910156,NA,6479886,45870700
"United Arab Emirates","ARE",2010,NA,10.6642100989914,674.901185770751,3973,50600,0.605263157894737,300,0.498803827751196,2611.439453,3173,19.1291215706016,NA,83600,70575.10938,5365,83600,17871.4,NA,NA,NA,2219646698.43431,0.76571112334927,0.763000011444092,1318761,79.1019973754883,62069,7102235,NA,NA,NA,47.7319984436035,NA,1106380,8270684
"United Kingdom","GBR",2010,NA,227.691115202015,251.926298157454,172240,5970000,24.6765593353449,3012536,0.190137643119911,7375,30590,0.385508592661403,NA,241930,183648.9219,20946145,243610,6953,NA,NA,NA,16096001937.4283,0.732545350724458,1.21599996089935,11736055,57.0169982910156,10417986,41350322,0.673092009561194,NA,63.0900001525879,46.9080009460449,46.8300018310547,10998056,62766365
"United States","USA",2010,NA,82.4384146017225,117.124415268249,4084262,155926200,17.0459211449786,57483050,0.284233149893631,91676.45777,3087200,NA,NA,9147420,8549545.51,401125658,9831510,6978.2,NA,NA,36.06,1.70356e+11,1.17409139312771,1.62100005149841,59481471,57.4620018005371,40128178,206816889,2.63124652534508,418.7,63.689998626709,41.6160011291504,45,62403125,309348193
"Uruguay","URY",2010,NA,1496.85858585859,145.783571077226,144330,2033000,11.6158153353902,785513,0.217118043652154,2431.104248,17313,1.23328483336798,NA,175020,168731.9219,3343446,176220,4256.4,NA,NA,NA,2901314352.94352,8.23919227297303,11.5670003890991,188495,60.7960014343262,470596,2144437,8.6628830106534,NA,70.879997253418,43.8359985351563,42.5400009155273,759382,3374415
"Uzbekistan","UZB",2010,NA,75.6407619047619,182.581149425287,266700,4350000,10.2256699576869,1675200,0.75223319228961,NA,32755,NA,NA,425400,NA,7473500,447400,4461.3,NA,NA,NA,7077443790.71571,19.8089336067223,27.1879997253418,18225382,58.8650016784668,1288261,18953326,NA,NA,NA,38.7859992980957,NA,8320813,28562400
"Vanuatu","VUT",2010,NA,NA,NA,1870,20000,1.64068908941756,1461,10.2543068088597,100.2877579,4400,NA,NA,12190,12210.13477,823,12190,563.5,NA,NA,NA,145244144.313343,23.0870171409825,61.4099998474121,178192,66.5559997558594,9328,136701,1.5825212951373,NA,NA,50.6230010986328,NA,90266,236295
"Venezuela, RB","VEN",2010,NA,65.4649279809086,170.688888888889,216000,2700000,3.06105096082988,1024857,0.7936058046596,12256.56543,475050,NA,NA,882050,868222.75,3664849,912050,3576,NA,NA,NA,21135041767.3487,5.79132990395105,9.12399959564209,3260138,59.3279991149902,1595595,18796235,0.0224441823994153,NA,73.0299987792969,35.3460006713867,35.439998626709,8636203,29028033
"Vietnam","VNM",2010,NA,316.736967040993,323.349799608538,107601,6437400,20.7611184571226,8616989,11.870545360725,47580.91797,141280,NA,NA,310070,318130.0938,44614027,330954,5177.4,NA,NA,NA,21306494107.9331,21.0153029916029,48.851001739502,61583946,74.8899993896484,5795225,61728464,3.42150350806594,NA,80.120002746582,56.3190002441406,56.060001373291,20948823,88472512
"Virgin Islands (U.S.)","VIR",2010,NA,NA,NA,40,1000,2.85714285714286,NA,2.85714285714286,13.83815765,181.6,NA,NA,350,63.46201324,NA,350,NA,NA,NA,NA,NA,NA,2.17400002479553,5858,58.9790000915527,14601,71237,NA,NA,NA,28.1229991912842,NA,22520,108358
"West Bank and Gaza","PSE",2010,NA,NA,NA,2479,43700,7.25913621262459,14512,9.00332225913621,3.022414923,91.7,5.16337232755143,NA,6020,3505.060059,26936,6020,1856.1,NA,NA,NA,497700000,6.64255398660011,12.7480001449585,985703,31.1720008850098,103971,2091242,2.02365933432293,NA,51.4099998474121,15.6370000839233,NA,1615889,3811102
"Yemen, Rep.","YEM",2010,NA,NA,19.4577846630519,235790,1291000,2.44521469022861,927303,0.545485538951077,1597.811768,5490,NA,NA,527970,411287.5938,1012945,527970,1092.4,NA,NA,NA,2522664966.52853,10.285113310596,24.1110000610352,16115876,32.4830017089844,636762,12945818,0.285809779082565,NA,58.7700004577637,19.8330001831055,20.0699996948242,10024199,23606779
"Zambia","ZMB",2010,NA,NA,29.1735294117647,234360,3400000,4.5736423680706,1223849,0.0484268015442769,NA,494680,NA,NA,743390,NA,3100624,752610,2533.5,NA,NA,NA,1909215984.6574,9.97284301213898,63.3740005493164,8486608,66.4300003051758,354418,7017292,0.970276049968279,NA,NA,44.5270004272461,NA,6478323,13850033
"Zimbabwe","ZWE",2010,NA,215.715189873418,34.083,162000,4e+06,10.3399250355435,1891919,0.258498125888587,NA,156240,NA,NA,386850,NA,1388059,390760,733.7,NA,NA,NA,1157186577.57124,13.1381663387269,68.9690017700195,9410223,78.265998840332,429369,7807808,6.99559756061094,NA,NA,67.6669998168945,NA,5849140,14086317
"Arab World","ARB",2010,NA,22.7072355889931,62.0901668211191,5092143,NA,4.23892678309276,27810573,0.587956970554167,66515.098943833,465512.6,NA,NA,13621403,13247809.6311614,48208466,13779283,1733.45966718485,NA,NA,NA,116496682492.695,5.44636265319408,24.5932128529399,156167052,43.7361185682409,14815536,221771638,0.2672431879515,NA,NA,23.9114616971623,NA,119921734,356508908
"Caribbean small states","CSS",2010,NA,5.17007637333988,81.2739820565908,25096,NA,1.83154254662221,224758,0.543658144991972,16267.837743487,345332.4,NA,NA,404850,393218.20852738,895956,434990,3986.31367381806,NA,NA,NA,2521757932.73984,4.67038287609723,12.7894619910267,4044969,57.4448235411619,523500,4533534,0.440581069597229,NA,66.4639589853943,34.1544696353209,NA,1804177,6984096
"Central Europe and the Baltics","CEB",2010,NA,83.4272262143429,113.336010739053,526624.6,NA,33.6459612590974,21590300,1.34756320664834,11074.299826945,371480,NA,NA,1104156,829422.91014,81281246,1134907,3764.69870931854,NA,NA,NA,39067961535.4878,3.39255554428844,13.4563999544111,39664527,50.012595591479,15806399,73043959,1.59216722473433,NA,57.1613710733823,24.4586303378571,24.4520736315083,15693443,104543801
"Early-demographic dividend","EAR",2010,NA,126.9440471737,122.171407573821,13701852.9,NA,13.0185394275325,245824964,2.02663196586072,300242.506443335,7382314.4,NA,NA,33109059,27317793.2668622,748069693,34107558,3043.11003883763,NA,NA,NA,864726780573.135,10.8987295160141,42.5396946110187,1684166836,55.1551491192579,145174362,1843325120,1.42783812386118,NA,74.3944128635635,37.8065544934248,34.8761052429028,920911504,2909410986
"East Asia & Pacific","EAS",2010,NA,108.344959071222,319.360385401839,11778849.4,NA,9.36717172978408,174865225,2.44232324211073,289084.221146593,6370555.6,NA,NA,24386932.7,22098309.7585607,797044971,24824926.7,4558.02509252483,NA,NA,NA,963343594822.552,5.69721752445917,28.2630045124169,1052887709,66.5893860070296,188615476,1567535517,1.47994011984961,NA,NA,48.3589593600971,NA,450800386,2207154891
"East Asia & Pacific (excluding high income)","EAP",2010,NA,106.120852041558,NA,7604292,NA,11.2457929934407,151399674,3.66419309272317,234826.780113155,4710195.9,NA,NA,15913681,13813472.3490959,743608851,16270405,4911.5323816688,NA,NA,NA,830334390444.794,10.5332326135971,30.9485655056206,1028401440,67.7424779116452,147023326,1404223832,1.62654509197516,NA,NA,49.3575945473647,NA,414855832,1966231608
"East Asia & Pacific (IDA & IBRD countries)","TEA",2010,NA,106.120852041558,NA,7577493,NA,11.1792580748981,150080933,3.67751201425444,232739.131284421,4653761.8,NA,NA,15793531,13694589.5321299,739094814,16150125,4924.6119157728,NA,NA,NA,823415986199.696,10.5330847105366,30.4412344743098,1018612948,67.6257433851924,144873523,1387382250,1.62654509197516,NA,NA,49.1577441647471,NA,409255618,1941604842
"Euro area","EMU",2010,NA,79.264707847408,156.004542551662,1205649,NA,24.4949219963672,32121988,3.96813606868861,48717.026396829,1013119.2,NA,NA,2677824,2175027.39413571,177034995,2758480,5511.31425904275,NA,NA,NA,186462709974.4,1.63470976196889,3.64839056119926,84652415,51.0514961225154,61716284,222788432,1.38592850194679,NA,57.9543579357401,33.6339889408986,33.4971586427289,51646758,336151474
"Europe & Central Asia","ECS",2010,NA,52.3598181845511,73.0365867674143,8090634.2,NA,12.1915119460667,141291815,0.727445607687067,243769.74855474,10409079.3,NA,NA,27443736,22064738.7443417,464798713,28464764,3289.63335196734,NA,NA,NA,428541913528.656,2.23607766079961,10.2291049958932,266103444,52.7963047035759,130010550,602246091,1.38545628154956,NA,60.7447660897171,34.2887343516192,33.3971116400455,154576523,889016216
"Europe & Central Asia (excluding high income)","ECA",2010,NA,30.8777349481279,38.879139774017,6368149,NA,10.5020778818822,91587721,0.36236103707225,145097.01593991,8804381,NA,NA,22679163,18349370.56105,205180113,23542248,2240.26362454198,NA,NA,NA,182930755567.414,6.63439684107987,17.9639680816505,143477950,53.4669735913784,44841894,278357389,1.57579711174536,NA,63.4879634278048,33.3046015968263,30.8982834103446,78495734,403470694
"Europe & Central Asia (IDA & IBRD countries)","TEC",2010,NA,35.405993815952,45.0883285483473,6512639,NA,10.8334193705419,99184765,0.374505605244341,147983.84137891,8897671,NA,NA,22985443,18627211.06105,232408211,23854928,2343.1869350802,NA,NA,NA,195228066307.872,6.11599234763594,17.540817978647,158355726,53.200291793419,49967168,305485839,1.5060893836456,NA,62.8012370317635,32.7850413322066,30.4114281172383,84284803,441513488
"European Union","EUU",2010,NA,91.8019810558788,147.032197439168,1880677,NA,25.5208240984036,56598280,2.8416790375427,72555.763289229,1592350.2,NA,NA,4241144,3433973.73013571,284367510,4386040,5024.29831144162,NA,NA,NA,246765161343.932,1.6156562971316,5.18441115014656,132588311,51.8080355761699,88411411,337196496,1.43121347457843,NA,58.7338953236936,34.062387750386,33.9601465743035,78813218,504421126
"Fragile and conflict affected situations","FCS",2010,NA,92.3759448325723,NA,5022848.8,NA,6.00773325763787,46765865,0.788195697405636,71300.958920783,3913986,NA,NA,15367188,12272704.3030405,74423594,15734428,1591.39255950895,NA,NA,NA,98832528625.8018,17.7003538854382,58.4968640762966,266330259,56.8678069860138,14431415,239980553,NA,NA,NA,40.2166575341729,NA,182487339,438737943
"Heavily indebted poor countries (HIPC)","HPC",2010,NA,779.623377597719,11.1073422978928,7640510,NA,8.03828245783208,76053968,1.03406656427328,60489.468548185,5714936.1,NA,NA,19754531,13878033.3028255,97854907,20393351,1286.65063308202,NA,NA,NA,115379341613.468,26.9547527850666,67.7742429676805,426202419,67.6502718196703,19219684,330093275,6.43665119267422,NA,NA,51.3346231715294,NA,280814477,630127436
"High income","HIC",2010,NA,65.3484883925562,120.147470734521,12679036.9,NA,10.0570461328839,145499115,0.614767117381043,429837.738925576,10033074.3,NA,NA,35020301.1,32858695.0954266,768781330,36852852.1,5283.76059948956,NA,NA,NA,604019592340.481,1.42109033963496,3.450117824542,224989916,55.394375126649,176390562,773062799,1.59509039731847,NA,62.9196944560316,37.2730012993646,39.0581057336913,199282144,1149513780
"IBRD only","IBD",2010,NA,99.8187678574668,165.355181369891,25193873.7,NA,11.1837615038258,409575672,1.49650867334688,597726.541875693,23525994.2,NA,NA,69397259,61437145.0160979,1440212893,71363385,3516.35364480877,NA,NA,NA,1639256442452.06,8.71426312456576,31.3932289420577,2218706427,59.5937605593623,308251607,3015264979,1.59947470767595,NA,NA,40.1115888471165,NA,1106424117,4430022641
"IDA & IBRD total","IBT",2010,NA,101.82473963404,133.464482634952,36305108.7,NA,10.911333112039,555410067,1.44405810002076,721476.891372629,30222424.4,NA,NA,95717544,79871809.2295284,1726543672,98473626,3108.58993582376,NA,NA,NA,1974281269806.36,9.67230302755957,36.2539574388822,3133459288,59.8612159785097,356405575,3783782765,1.72320695098853,NA,NA,41.3522904593877,NA,1661390378,5803570732
"IDA blend","IDB",2010,NA,127.816092277151,66.3760824405387,3134546,NA,14.4663335303856,38709493,1.88058630638096,19864.716986684,1241190.4,NA,NA,5937510,3516116.1191962,78731205,6037650,2033.88526013244,NA,NA,NA,155260580299.827,22.7785343931425,39.4109980813897,278588254,54.8418651751511,16200570,257767432,2.52668864887458,NA,NA,35.8950975021007,NA,178907979,452947421
"IDA only","IDX",2010,NA,275.835918230742,21.5235194924822,7976689,NA,8.94717114167986,107124902,1.13780688189147,103885.632510252,5455239.8,NA,NA,20382775,14918548.0942343,207599574,21072591,1937.91141325198,NA,NA,NA,178488061762.868,26.4954610367498,62.5978866169857,636164607,64.0332208009526,31953398,510750354,5.31974761172298,NA,NA,49.5238702309632,NA,376058282,920600670
"IDA total","IDA",2010,NA,151.782240170923,36.6066281057889,11111235,NA,10.1927381912025,145834395,1.30558530709895,123750.349496936,6696430.2,NA,NA,26320285,18434664.2134305,286330779,27110241,1963.38619205161,NA,NA,NA,334286513245.034,24.7114608317158,55.5990816955391,914752861,60.9498793731511,48153968,768517786,3.94878301728313,NA,NA,44.9578926314559,NA,554966261,1373548091
"Late-demographic dividend","LTE",2010,NA,89.4423662578414,203.079823900394,15660294,NA,9.06526815268602,208845976,1.07144019480457,374883.156103966,17326714,NA,NA,44530600,39108425.063592,828658074,45769169,3967.77810407465,NA,NA,NA,924380716173.687,7.13135435092286,25.5159631371161,977981751,65.2105533650978,185894101,1574942378,1.53248063144258,NA,NA,46.8238877692913,NA,422035119,2182871599
"Latin America & Caribbean","LCN",2010,NA,235.528319686495,112.647813110818,7434813.7,NA,8.21469986006862,48542655,1.01568742944778,176888.02959863,9381181.5,NA,NA,20041784.4,18127126.2591225,187308726,20425484.4,3858.63600167317,NA,NA,NA,254781594292.036,5.38398661720933,16.9286256501274,128682661,60.0316508996727,40217087,391228207,2.01405105423416,NA,69.356268700332,44.3472582703602,42.7223470765468,164732323,596479937
"Latin America & Caribbean (excluding high income)","LAC",2010,NA,275.405415563292,110.07674556291,7129962.7,NA,8.4423432722253,47226853,1.03577823058502,163462.182241114,9188376.2,NA,NA,19095690,17231962.2752902,180369822,19461732,3819.21513322728,NA,NA,NA,242616154047.186,5.52404159218969,17.2731244855866,124662719,60.3270103726976,37472986,373316103,1.71996451522382,NA,69.6388074624262,44.8659533545802,43.232806314746,158877343,569737872
